128 128
  6  -5  49 -18   5  37 -22  37 -58 -36  53  22  42 -37  52  19 -22 -10 -44  -3  18 -36   2  28 -27 -32  22 -55 -51  -9 -50  19  50 -64 -63  -8  37 -20 -35  43   8 -46   1 -13 -19 -11 -58  23  44 -38 -43  -2 -10  23 -38  28  55  48  37 -59 -24  52  24 -38  52  26  18  25 -58  47   4  14 -63 -59 -63 -18  -5 -57 -58 -25 -30 -37  37  24  50  63 -12  42  47 -38  47 -41 -50   7 -14 -62 -31 -60  27 -25  52 -33  54  53 -28  55 -28  31  63 -22 -58 -31   5  43  57  -9  42 -18 -31  26   8 -48  49  22  24 -29  24  57
-24 -13 -31 -36  18 -41 -47  54 -50 -11  22 -51  31  28 -18 -28   8 -24  28 -14  22  61 -52 -34 -50  62  52  38 -31  12  31   9  63 -64  37  17 -41  55   7 -26 -20 -35 -13 -52  58  34 -16   2 -54 -52  52  32 -54 -63  62 -40  63  50  62 -32  -2  29  42  -3  30  15 -50  53   6  21 -37  51  51  15  63  45 -15 -17 -17  -5  -4 -29 -37   6 -28 -39  30 -29 -53  28   4   9  -7 -18 -58 -41  61 -44 -51   4  41 -24  -9  28  55 -10   9 -24  37  56  35 -31 -36  62  39   0 -41   5  36 -30 -31 -24  43  27  22  49  50  19
-59  63 -41  47 -24  14  11 -33 -60 -43   8  42 -51 -21 -53 -23 -22  51  42   1  -8  14  36  26  54  15 -11  12   1 -25 -33   6 -25  -9 -11  15 -59 -63  46 -54 -42 -10  52 -29  34  63  13 -52  50  -9  13 -21 -59 -15 -59  59 -63  -6   7   2  33  38 -56 -56 -35  -2  23 -29  -1   6 -19  21  60 -31  56  30 -32   5  42 -45  60  -8  -2 -63  41   3  60  42  61   3 -20  30 -22 -11  39   7  51  -2  42 -14 -60 -41 -57 -63  -8  63  31  25   5  10  44   1 -62 -22   3  43  45  -1  22  42 -61 -62   8 -19  -9 -17  52 -22
 46  31  28  50  54  35  51 -17  35  19 -56 -24 -35  52  41 -33 -34 -20 -54 -53  44  32  53  47  35  -3 -36 -38  45 -48   5  27  47 -31  13  38 -59   1 -43  40 -44 -35 -48 -15 -47  57  16 -17 -26  26  -6 -46  -5 -17 -63 -34  44 -35  -8  25 -19  61 -12 -35 -33 -62 -61 -28   3 -40 -52  23 -11 -36 -56   6 -43  24  53  -5 -14 -17  13  45  30  14 -53  10  43   4 -28 -39   1  24 -10  32  26  -7 -60 -35  17 -48  52 -58 -20  60  12   2  20   1  61 -57  48  11  52  14 -39 -64 -40 -59   4  -4 -34 -59 -43  20  38  47
-51  42 -51  30  59 -63  36 -25  62 -16  41  18  49  39  25  33 -14  14 -17  11  14   7  16 -46 -60  46 -41 -39   2  61 -56  15  40 -43 -19  35 -41 -47 -54 -43   1  52  39 -14  27   1 -45 -51 -49   2  24  29 -54 -23  47 -50 -41 -58 -25  26 -60 -17 -23  44   5  23  15  28  40  25  49 -22  13  24  28 -24 -39  48 -11 -24 -14 -50 -59  -4  -9  52  10  14  59  49 -24  63 -31  18  43  38 -23  -6   2 -47 -45 -13  -5  33 -53 -40 -55 -27 -56  -1  13  -6  13  19  55 -60   7   1  18   2 -13  59   1  20  13 -20  -6  54
 38  60 -57  58 -17   3  27  -6  27  36  31  35 -29 -19 -35  48 -64 -44  52   7  22   7 -54 -55   2  11  29 -49  56 -41 -59  30 -45 -52  24   2  15 -13  60 -22 -40  28 -51  -5 -55 -21 -20 -55  -1 -32  16 -43  39  26 -34 -23 -26  59  -8 -34 -46  -3  60 -27  10  21  39 -39 -56  36   4 -32   0  17  28   9  60 -56  18  -4 -24 -30  17 -48  61  48  -7 -29  43  50   1  62 -17  -3 -29  57 -46 -53 -45 -37  47  23  -5 -17 -24 -41  56 -27 -33  10  33   8  44 -14  24  41 -30 -47 -52 -50 -61  13 -52 -13 -53 -17 -20 -35
 -6  -1  -8 -23 -42  52  24  -1 -53  16  36 -21 -38   5  51 -57  55  11  48 -38  28  61 -24  32  10 -12 -45  21  35  -1  51 -34  63 -21   7 -43 -33 -32  20 -21  48  -8  22 -53  61   9 -46  53 -44 -62 -49  48  63  -9  16  10  43  35 -33  14 -29 -46  44 -30  -2 -12  -9  29  20 -52 -56   4   4  30  15   2 -25  33  -9  -5  36   6 -20  35  61  60 -19  40  32  13 -10 -61  31 -29 -27 -35  23  28  59 -21  40 -61  47 -19  34  -1  47 -55 -32 -26   5 -60  44  49  40  41  45 -43  17  13  34 -57  16   2 -22  53  31 -63
 18  26 -20  -6  30 -36  39   0  27  22   9  59  60 -50 -64  40  63  40  17  45  61 -30  -6  32 -22 -53 -30  20 -64 -63  22  18  28 -62 -51  -6 -34  52  58  57  11   3  53   7  18  53 -16  17  29 -63  -2  26 -28  57  -6  14 -60  28 -30 -60  30  56  23  -6  59  36  52 -39  24  46 -45 -29 -15 -56  43 -61  61 -37  21  26 -36 -45 -12   0 -52  47 -50 -48  11 -15 -43 -23 -23  44  35 -28  16  23  -2 -24   5  17  12  55  25  -9  58  22  18  15 -16  46  35  36 -17  47  19  -3 -64 -33  46 -43   8 -40 -63 -20  -4  17
-61  58  57   9  11   5   0 -28  60  -6  58  14 -54 -22  -3  45 -49  44  28  34 -23  28 -63 -40  49  10 -16  50  54  44   3  57  39  -3   2 -14 -62 -62  23  63  -3  17  13   7  60 -54 -12 -53  54 -48  45 -32  45  47  -8  30  -7  40  17 -17  20 -44 -24  -5  17  43  46  20  45   5  19 -22 -42 -32  49 -46 -21 -27 -35 -31 -10 -53   1 -29  58  57 -63 -13  33  18  34 -10  39 -54  49  -8  53  31 -52  35 -28  31 -51  -5 -64  63  13 -21 -28  43  12  26  54 -50  61  48 -57  63 -29  41  17 -59 -33  -8 -49 -48  49 -59
 48  61  40 -44  29  53  15  29  52 -35 -56 -39 -56  20  51  62  34  49  46  42  48 -47  19   1 -42  50  58 -27 -62  43 -22  50  40 -46 -57   5 -56  22 -30  60  51 -22 -43  59  63 -55  57  33  58  39  11  42  56 -34 -21 -50 -48 -27 -12 -45 -48  30 -59  57  49 -52  -2  57  35  33  53  22 -53 -53  18 -54 -44  11  44 -50 -13  -9  56 -21  22 -29  -6  38   9  46  57  25  12  63  18  -3 -53 -47 -10  46  50 -20   5  61  -9 -41 -56  11  34  52  25 -43 -21  17   1 -63  52  59  40  -3  41  33 -41 -11  32  41  51  44
