64 64
-20  -5   6  26  -4  20  25  62  20 -38 -16 -34 -32 -31 -31 -40  28 -21 -42  12 -30 -10  19  15  27  -6  14 -59 -45 -16  14  -1  43 -44 -39 -25  40  50 -26  -3 -52  22  27 -20  55  60   4  20 -25  27 -32  10 -47  51 -39  45 -19  39  50   0 -41   0  63 -61
 21 -39 -22  -3 -53  16  58 -40 -26  22   4 -34  18 -55  50  58  36 -46   4  53 -59  29  34 -14   4  20  51  28 -43  50  31  42 -53 -55 -25 -41  26 -30 -17 -64  56  51 -34  10  60 -48   4  32 -30 -56  22 -25  37  -8  26 -22 -51  13 -58 -30  -1  37 -52  11
 46 -13  34   8  21 -47   9  13 -60  39 -40 -63  56  28  33 -38  37  -9   2  10  48 -36  52  61  41  58 -33 -24  31 -21  51  14  30  21 -42 -12  38  31 -63  43   7 -39  44  -1  54  13  25  27 -59 -37 -27  53  -9 -38  50 -32 -44 -47   9  52  -4  -4   2 -38
-46  24  14  56  -8  16  35  63  41  15  -2  31 -35 -41  -6 -30 -13  32 -41  42  58 -55 -53 -50 -38  20 -62  22 -48   4  48 -30 -35  -1 -37  21 -49  62  20  56  14 -46  24  43 -23 -46 -51  28  50 -28   7  44 -19  18  59   7 -26  61 -35 -10   2 -51  25  31
 12  52 -12  27  50 -56  20   0 -38 -20 -21   3  -2  -8 -32 -15  28  39 -35 -55  -7 -40  16  31 -42  45 -43  24  59  46  -9   7  34  43 -29  21  51  55 -43 -51 -29   1  16  33  57  48 -46  22  23 -16  31 -48   8 -16  47  30 -35 -59 -10 -40  51  45  32  22
 24 -61 -21  11  58   0  24 -35 -63 -23  62  59 -39 -47  17  49   1 -16 -63 -55  32  49  40  62  54 -34 -42  41 -52  54  -1  36  57  42 -16  51 -21 -56 -48 -20 -15 -49 -25  11 -32  56  -4  33 -23  -3  42 -55 -18  18 -57 -28  49 -34 -50  61 -44  13  33 -50
 -8 -47 -63  35 -38 -46 -49  11 -31  -9 -42   1 -17  18 -30  24 -48 -52  34  -2  31  41  35  16 -57  49  13 -36  -2 -18 -22  54   0 -21  25  26  -3  41 -27  30 -32  -4 -33  15 -50   1 -24 -34  14 -54  29 -19  51   0  61  59 -15  10 -41  47  56   1  38  -8
 44  -1 -46 -22 -24  -8 -56   8  52 -24 -40 -62  41   0 -31  -9  10  62  36  -3  -2  33  -8  47 -21  15  30 -28 -48   4  28  61 -60  47 -25 -20 -25 -17  53 -37  23 -51 -35   1  13  -2  56 -41  -4  29  20  58  -2 -51  41  42  28   8 -50  45 -52  42  42 -48
 25 -47  -3 -64   0 -14 -37 -40  -1  -7  25 -52  55  17 -29 -12 -18  55 -18  45 -60 -40  23  33  32  37  14  44  15  -8  61 -23   9  -6 -23 -55  44   5 -31 -21  62  58  -9  53  12  26 -23  58  17  24  39  22  48  -2  -9  16 -29 -59  -4  51  -3  -7 -36 -58
 51   5 -49  31 -54 -15 -54 -56 -21   1  62  55 -37 -25  50  45  63  25   3  47 -40  58  -1  -5  63  60 -18  -4 -11  10   2 -23 -48  17 -56 -38 -62 -45 -29 -18  20 -31 -27  48   8 -41  29   8  49 -32  -9 -55 -38  55   4 -39  51  51  21 -24  -3 -41  17  13
 40  26  40  43  45 -53 -39   1 -20  -2 -15  52  22 -50  -4   7 -18  52  16   8  43 -44  33  30 -57 -10 -58   5  13  24 -46 -10 -14  58 -31 -33 -59  -6  32 -15  56 -46 -26  14 -32  34 -43  15  22  37 -41   1  58  57 -33 -63 -17 -26   6  61  62  25 -13 -16
 19  20  15  25 -50 -17 -54 -58   1 -16  21  34 -45  42 -15  41  16   8 -21  10   1  10  11  49  48 -46  46  46  43 -31 -34  -2  53  45 -41 -61 -35 -30 -55  30  18  30   0  37   9  49  15 -39  -6  58  35  59   4 -18  44 -11   0  26 -29 -21  59   2  42  48
-17 -63  51  12 -29  61 -21  54  27  43  27 -28  29 -22  -3 -41 -28 -32 -46  41  15  63 -34 -49  25   1  -5  21 -61 -27   5 -13 -26  -7  63  10 -10 -22   0 -47 -42 -37 -10  51   6  51 -54  42 -44 -36  19  35 -37  49  50  53 -13 -19  10 -10  18 -49  41  57
  8  41   3  62 -45 -61 -48 -23 -34   6 -36  36  -7 -26  15  13   3 -30 -16  30 -44 -29  19   7  16 -35  61 -29 -19  39 -36  53  16  31  52  35  34 -60 -51 -64  10 -23  37 -61  16 -12  17 -45  22 -63  49  42 -28   5 -15  53  34 -17 -40 -49 -42 -12 -59  38
-45  57   9  53  61  22  53   7 -64  26  10  16 -50 -37  35  37 -35  20  15   1 -39 -63 -10  60 -16  14 -53   6 -62 -48 -20 -43 -55  53 -54 -58  12 -64  13  12  26 -40 -36  41 -13  63  14  16  19 -35 -46  45 -34   8  41  14 -41  52 -44 -39 -59   0 -17 -50
-10  -7 -43 -62  -7  34  14 -44  58  42  61 -18  41  11  62  -4  40 -48 -23 -57  25 -46  21  48 -57  42 -55 -52 -22  -8 -38  32  50 -17  34 -21 -46 -16  -1 -52 -38  -4  -6 -61 -57  -7   0  48   9  41  55 -30  60  12 -46 -61 -10 -36 -49  33  20 -23   1   6
 25 -28  50  43  20 -15  55  47  46 -14  50  53  43 -14  37 -12 -36  28  23 -40 -23  41 -37  31 -59 -22   0  26  19 -62 -32 -20 -26 -46 -41  58   4 -49  41 -14   1  28 -25 -20 -50 -51  32 -22  41  -9   2 -46 -31  29  50 -26 -57 -14 -64  27 -12 -31 -57  26
-13 -33  21  55 -18  -2 -23  47 -38  17 -37 -23  30  59  19   7 -13 -42  26  20  51  12  58  59  62  59  22 -13 -36  29 -51  15  60  34   7 -22 -31  48 -39  -5   1 -12  36 -33 -16  -8  39  35  14   1  -9   1 -51 -15  -4 -53 -20 -46  -2   8  48  12 -40  44
